Date,Title,Lehrstuhl,Description,Link
2022/12/22,Wir suchen Verstärkung!,Lehrstuhl für Finanzierung und Banken,"Am Lehrstuhl für BWL, insb. Finanzierung und Banken (Professor Dr. Hendrik Scholz) ist ab März 2023 (späterer Beginn möglich) eine zunächst auf drei Jahre befristete Stelle als &#160; Wissenschaftliche Mitarbeiterin / Wissenschaftlicher Mitarbeiter (m/w/d) (50% oder 75% der regelmäßigen Arbeitszeit, Entgeltgruppe 13 TV-L) &#160; mit der Möglichkeit zur Promotion zu...",https://www.lfb.rw.fau.de/2022/12/22/wir-suchen-verstaerkung/
2022/09/27,Informationen zum Lehrangebot im WS 2022/23,Lehrstuhl für Finanzierung und Banken,Im Wintersemester 2022/23 umfasst das Kursangebot des LFB folgende Kurse: Bachelor: Corporate Finance (CoFi) Bachelorarbeit mit Seminar Master: Kapitalmarktorientierte Unternehmenssteuerung (KUST) Finanz- und Bankmanagement (FiBaMa) Kapitalmarktanalyse mit Refinitiv Workspace Workshop Capital Markets Research Hauptseminar Finance Masterarbeit Weitere kurspezifische Informationen unter StudOn.,https://www.lfb.rw.fau.de/2022/09/27/informationen-zum-lehrangebot-im-ws-2022-23/
2022/02/02,Forschungsarbeit im „Journal of Risk Finance (JRF)“ erschienen,Lehrstuhl für Finanzierung und Banken,"Das Forschungspaper „ESG and corporate credit spreads“ von Florian Barth, Benjamin Hübel und Hendrik Scholz ist im Journal of Risk Finance (JRF) 2022, Vol. 23 (2), S. 169-190, erschienen. &#160; Für weitere Informationen:",https://www.lfb.rw.fau.de/2022/02/02/forschungsarbeit-im-journal-of-risk-finance-jrf-erschienen/
2021/12/23,Forschungsarbeit im „Schmalenbach Journal of Business Research (SBUR)“ erschienen,Lehrstuhl für Finanzierung und Banken,"Das Forschungspaper &#8222;Spillover effects from the Volkswagen emissions scandal: An analysis of stock and corporate bond markets&#8220; von Florian Barth, Christian Eckert, Nadine Gatzert und Hendrik Scholz ist im Schmalenbach Journal of Business Research (SBUR) erschienen. &#160; Für weitere Informationen:",https://www.lfb.rw.fau.de/2021/12/23/forschungsarbeit-im-schmalenbach-journal-of-business-research-sbur-angenommen/
2021/12/09,Forschungspaper auf internationalen Konferenzen präsentiert,Lehrstuhl für Finanzierung und Banken,"Das Forschungspaper &#8222;ESG rating events and stock market reactions&#8220; von Maximilian Glück (mit Benjamin Hübel and Hendrik Scholz) wurde auf mehreren internationalen Konferenzen vorgestellt: 28th Global Finance Conference [Virtual], May 27-29, 2021. 2021 Conference on Corporate Social Responsibility, University of Massachusetts Boston and EM Normandie Business School [Virtual], June 17-18,...",https://www.lfb.rw.fau.de/2021/12/09/forschungspaper-auf-internationalen-konferenzen-praesentiert/
2021/11/01,Promotionspreis der STAEDTLER-Stiftung an Dr. Benjamin Hübel,Lehrstuhl für Finanzierung und Banken,"Im Oktober 2021 ehrte die STAEDTLER-Stiftung zehn Doktoranden der FAU Erlangen-Nürnberg. Für ihre außerordentlichen, universitären Leistungen erhielten sie jeweils ein Preisgeld in Höhe von 3.500 €. Herr Dr. Benjamin Hübel war mit seiner Dissertation “Empirical essays on sustainable investing in equity and credit markets” einer der nominierten Doktoranden dieser Preisverleihung....",https://www.lfb.rw.fau.de/2021/11/01/promotionspreis-der-staedtler-stiftung-an-dr-benjamin-huebel/
2021/09/30,Informationen zum Lehrangebot im WS 2021/22,Lehrstuhl für Finanzierung und Banken,Wir planen die Kurse größtenteils in Präsenz durchzuführen. Weitere kurspezifische Informationen unter StudOn und UnivIS. Im Wintersemester 2021/22 umfasst das Kursangebot des LFB folgende Kurse: Bachelor: Corporate Finance (CoFi) Bachelorarbeit mit Seminar Master: Kapitalmarktorientierte Unternehmenssteuerung (KUST) Finanz- und Bankmanagement (FiBaMa) Kapitalmarktanalyse mit Refinitiv Workspace Workshop Capital Markets Research Hauptseminar Finance...,https://www.lfb.rw.fau.de/2021/09/30/informationen-zum-lehrangebot-im-ws-2021-22/
2021/07/01,Forschungsarbeit im „Journal of Asset Management“ erschienen,Lehrstuhl für Finanzierung und Banken,"Das Forschungspapier &#8222;Exploiting the Dividend Month Premium: Evidence from Germany&#8220; von Felix Kreidl und Hendrik Scholz ist im Journal of Asset Management 2021, 22, 253-266, erschienen. &#160; Für weitere Informationen:",https://www.lfb.rw.fau.de/2021/07/01/forschungsarbeit-im-journal-of-asset-management-zur-publikation-angenommen/
2021/03/06,Informationen zum Lehrangebot im SS 2021,Lehrstuhl für Finanzierung und Banken,Bis auf weiteres finden alle Kurse im Rahmen des Konzepts &#8222;WiSo-Virtuellplus&#8220; digital statt. Weitere Informationen finden Sie unter StudOn. Im Sommersemester 2021 umfasst das Kursangebot des LFB folgende Kurse: Bachelor: Investition und Finanzierung (IuF) Seminar Finanzierung und Banken (SFB) Bachelorarbeit mit Seminar Master: Kapitalmarktorientierte Unternehmenssteuerung (KUST) Financial Engineering und Structured...,https://www.lfb.rw.fau.de/2021/03/06/informationen-zum-lehrangebot-im-ss-2021/
2021/01/22,Forschungsarbeit im „The Journal of Portfolio Management“ erschienen,Lehrstuhl für Finanzierung und Banken,"Das Forschungspapier „Currency Conversion of Fama/French Factors: How and Why“ von Maximilian Glück, Benjamin Hübel und Hendrik Scholz ist im Quantitative Special Issue 2021, 47(2), 157-175. in The Journal of Portfolio Management erschienen. &#160; Für weitere Informationen:",https://www.lfb.rw.fau.de/2021/01/22/beitrag/
2023/03/02,Registration for the admission test Master in Management / Anmeldung zum Zugangstest Master in Management,"Lehrstuhl für Betriebswirtschaftslehre, insbes. Unternehmensführung","Dear students, you are interested in the Master in Management program? Then do not miss your chance and register for one of the two electronic distance admission tests! The first date is planned for Friday, 24.03.2023. Registration is possible until 3 working days before, i.e. up to and including Tuesday,...",https://www.unternehmensfuehrung.rw.fau.de/2023/03/02/registration-for-the-admission-test-master-in-management-anmeldung-zum-zugangstest-master-in-management/
2023/03/02,Abschlussevent Problemlösung und Kommunikation im digitalen Zeitalter in Kooperation mit digatus,"Lehrstuhl für Betriebswirtschaftslehre, insbes. Unternehmensführung","Am 31.01.2023 fand die Abschlussveranstaltung des Bachelorseminars Problemlösung und Kommunikation im digitalen Zeitalter statt. Dieses Semester kooperierte der Lehrstuhl im Rahmen der Veranstaltung mit digatus, einer der führenden Digitalisierungsberatungen in Deutschland. Drei Gruppen mit insgesamt 15 Studierenden erarbeiteten neue Konzepte zur Unterstützung der Digitalisierung in Krankenhäusern. Eine Aufgabe von äußerster...",https://www.unternehmensfuehrung.rw.fau.de/2023/03/02/abschlussevent-des-seminars-problemloesung-und-kommunikation-im-digitalen-zeitalter-in-kooperation-mit-digatus/
2023/03/02,Wissenschaftliche/r Mitarbeiter/in im Bereich Unternehmensführung (m/w/d) – TU Dortmund,"Lehrstuhl für Betriebswirtschaftslehre, insbes. Unternehmensführung",Gerne möchten wir euch auf eine interessante Ausschreibung zur Anstellung als wissenschaftliche*r Mitarbeiter*in an der TU Dortmund aufmerksam machen. Die genauen Informationen zu der Stelle mit Promotionsmöglichkeit lassen sich hier als PDF herunterladen.,https://www.unternehmensfuehrung.rw.fau.de/2023/03/02/wissenschaftliche-r-mitarbeiter-in-im-bereich-unternehmensfuehrung-m-w-d-tu-dortmund-2/
2023/03/01,Impact Creators Program der FAU – Anmeldung noch bis 15. März 2023,"Lehrstuhl für Betriebswirtschaftslehre, insbes. Unternehmensführung","Dieses Sommersemester startet das Impact Creators Program – ein extracurriculares Programm rund um Nachhaltigkeit, gesellschaftlichen und ökologischen Wandel. In mehreren Workshops steigen die Teilnehmenden in den Social Entrepreneurship Kosmos ein und erwecken in einem interdisziplinären Team die eigene Impact Idee zum Leben. Mit dem Programm werden interessierte Studierende und Promovierende...",https://www.unternehmensfuehrung.rw.fau.de/2023/03/01/impact-creators-program-der-fau-anmedlung-noch-bis-15-maerz-2023/
2023/03/01,Forschungskolloqium am 09./10. Februar 2023,"Lehrstuhl für Betriebswirtschaftslehre, insbes. Unternehmensführung","Auf Einladung des Lehrstuhls fand am 09. und 10. Februar 2023 ein Forschungskolloqium in Nürnberg statt. Zu Gast waren der Lehrstuhl für Betriebswirtschaftslehre mit Schwerpunkt Strategisches Management, Innovation und Entrepreneurship der Universität Passau, der Lehrstuhl für Unternehmensführung der TU Dortmund sowie der Lehrstuhl für Strategisches und Internationales Management der Universität...",https://www.unternehmensfuehrung.rw.fau.de/2023/03/01/forschungskolloqium-am-09-10-februar-2023/
2023/02/01,Stellenausschreibung Nürnberg Institut für Marktentscheidungen e.V.: Werkstudent (m/w/d) im Bereich Research Communication,"Lehrstuhl für Betriebswirtschaftslehre, insbes. Unternehmensführung",Das Nürnberg Institut für Marktentscheidungen e.V. sucht derzeit Werkstudenten (m/w/d) zur Unterstützung der Vorhaben im Bereich Research Communication am Standort Nürnberg. Die genauen Informationen zur Stellenanzeige findet ihr hier.,https://www.unternehmensfuehrung.rw.fau.de/2023/02/01/stellenausschreibung-nuernberg-institut-fuer-marktentscheidungen-e-v-werkstudent-m-w-d-im-bereich-research-communication/
2023/01/17,Stellenausschreibung handeln.de: Business Consultant (Werkstudent:in) Fast Track Programm,"Lehrstuhl für Betriebswirtschaftslehre, insbes. Unternehmensführung",Handeln.de sucht Werkstudenten (m/w/d) im Bereich Digitalisierungs- und Prozessberatung für mittelständische Unternehmen. Durch ein Fast Track Prgoramm bekommen Studierende die Möglichkeit sich zum Business Consultant weiterzubilden. Die genaue Stellenbeschreibung gibt es hier. Alle Informationen zum Bewerbungsprozess findet ihr hier.,https://www.unternehmensfuehrung.rw.fau.de/2023/01/17/stellenausschreibung-handeln-de-business-consultant-werkstudent-fast-track-programm-m-w-d/
2022/12/19,Promotionsfeier: Glückwunsch an Dustin Bauer!,"Lehrstuhl für Betriebswirtschaftslehre, insbes. Unternehmensführung","Am Dienstag, den 06. Dezember 2022 fand die Promotionsfeier des Fachbereichs für Wirtschafts- und Sozialwissenschaften der FAU statt. Unter den Absolventen war auch ein Promovierender des Lehrstuhls für Unternehmensführung vertreten. Das Team des Lehrstuhls gratuliert Dr. Dustin Bauer ganz herzlich zum erfolgreichen Abschluss seiner Promotion. In seiner Dissertation lieferte Dustin...",https://www.unternehmensfuehrung.rw.fau.de/2022/12/19/promotionsfeier-glueckwunsch-an-dustin-bauer/
2022/12/19,"Spannender Gastvortrag von Dr. Thomas Bühler, Afinum Management GmbH","Lehrstuhl für Betriebswirtschaftslehre, insbes. Unternehmensführung",Am 07. Dezember 2022 begrüßte der Lehrstuhl für Unternehmensführung erneut FAU Alumnus Dr. Thomas Bühler (Vorstandsvorsitzender der Afinum Management GmbH) zu einem inspirierenden Gastvortrag. Dr. Bühler studierte und promovierte 1990 an der FAU und ist seit mehr als 25 Jahren im mittelständischen Beteiligungsgeschäft tätig. Im Rahmen der Veranstaltung „Finanzielle Grundlagen...,https://www.unternehmensfuehrung.rw.fau.de/2022/12/19/spannender-gastvortrag-von-dr-thomas-buehler-afinum-management-gmbh/
2022/12/16,Informationsveranstaltungen Master in Management,"Lehrstuhl für Betriebswirtschaftslehre, insbes. Unternehmensführung","Dear students, Are you interested in the Master in Management? Then feel free to attend one of our information events on the following dates, to which we cordially invite you: Tue, January 24th 2023,  18:30–20:00 pm on-site in LG H6 (in German) Wed, February 1th 2023,  18:00–19:30 pm via Zoom...",https://www.unternehmensfuehrung.rw.fau.de/2022/12/16/informationsveranstaltungen-master-in-management/
2023/02/22,Seminar zur Nachhaltigkeitskommunikation am Lehrstuhl für Kommunikationswissenschaft,Lehrstuhl für Kommunikationswissenschaft,"Im Wintersemester 2022/23 hat der Lehrstuhl für Kommunikationswissenschaft zum ersten Mal ein Seminar zur Nachhaltigkeitskommunikation angeboten. Nachhaltigkeit wurde dabei in erster Linie aus der ökologischen Perspektive mit einem thematischen Schwerpunkt auf den Klimawandel und die Energiewende betrachtet. &#160; Ausgangspunkt waren die unterschiedlichen Perspektiven strategisch kommunizierender Akteure – etwa Unternehmen, Verbände, NGOs...",https://www.kowi.rw.fau.de/allgemein/seminar-zur-nachhaltigkeitskommunikation-am-lehrstuhl-fuer-kommunikationswissenschaft/
2023/01/11,Gastvortrag: Dr. Johannes Breuer zum Thema „Survey-Linking“,Lehrstuhl für Kommunikationswissenschaft,"Am 25.Januar 2023 wird Dr. Johannes Breuer (GESIS &#38; CAIS) zwischen 09:45 und 11:15 einen virtuellen Gastvortrag mit dem Thema „Verknüpfung von digitalen Spurdaten &#38; Umfragen – Wieso, wie und was ist möglich?“ halten.   Alle Interessierten sind herzlich eingeladen, sich über Zoom zuzuschalten!  Der Vortrag findet im Rahmen des neuen...",https://www.kowi.rw.fau.de/allgemein/gastvortrag-dr-johannes-breuer-zum-thema-survey-linking/
2022/12/14,Beginn der Bewerbungsphase für Bachelorarbeiten,Lehrstuhl für Kommunikationswissenschaft,"Ab sofort können Sie sich bis zum 19.01.2023 (23:59 Uhr) für ein oder zwei Bachelorarbeitsthemen sowohl am Lehrstuhl als auch an der Juniorprofessur für Kommunikationswissenschaft bewerben. Das Bewerbungsformular finden Sie hier. Das Formular ist nur während der Bewerbungsphase verfügbar. In dem Formular erfragen wir einige Daten zu Ihrer Person (Kontaktdaten, Studiengang, Matrikelnummer...",https://www.kowi.rw.fau.de/allgemein/beginn-der-bewerbungsphase-fuer-bachelorarbeiten-4/
2022/03/29,Anmeldezeitraum für Seminare im Sommersemester 2022,Lehrstuhl für Kommunikationswissenschaft,"Am 01. April 2022 um 09:00 Uhr beginnt der Anmeldezeitraum für die Veranstaltungen des Lehrstuhls für Kommunikationswissenschaft sowie der Juniorprofessur für Kommunikationswissenschaft im Sommersemester 2022 auf StudOn. Für die Seminare endet der Anmeldezeitraum am 15. April 2022 um 12.00 Uhr. Die Platzvergabe erfolgt anschließend manuell, eine Rückmeldung bzgl. der Vergabe...",https://www.kowi.rw.fau.de/allgemein/anmeldezeitraum-fuer-seminare-im-sommersemester-2022/
2022/03/03,Dissertationspreis auf der DGPuK und Workshop zur Experience Sampling Method,Lehrstuhl für Kommunikationswissenschaft,Prof. Dr. Adrian Meier hat jüngst für seine Doktorarbeit auf der Jahrestagung der DGPuK den Dissertationsförderpreis der Deutschen Gesellschaft für Publizistik- und Kommunikationswissenschaft (DGPuK) erhalten.   Die kumulative Dissertation mit dem Titel Do social media make us (un)happy? A communication-centered approach untersucht die positiven sowie negativen Wirkungen sozialer Medien auf psychische...,https://www.kowi.rw.fau.de/allgemein/dissertationspreis-auf-der-dgpuk-und-workshop-zur-experience-sampling-method/
2022/02/09,Beginn der Bewerbungsphase für Bachelorarbeiten,Lehrstuhl für Kommunikationswissenschaft,Ab sofort können Sie sich für ein oder zwei Bachelorarbeitsthemen sowohl am Lehrstuhl als auch an der Juniorprofessur für Kommunikationswissenschaft bewerben. Das Bewerbungsformular finden Sie hier: zum Bewerbungsformular. Bitte beachten Sie die allgemeinen Anforderungen und Richtlinien zur Bewerbung. Dort finden Sie auch Hinweise und Vorgaben zum Abstract.,https://www.kowi.rw.fau.de/allgemein/beginn-der-bewerbungsphase-fuer-bachelorarbeiten-3/
2022/02/01,Themenliste für Bachelorarbeiten im Sommersemester online,Lehrstuhl für Kommunikationswissenschaft,Interessierte Bachelorarbeit-KandidatInnen können ab heute die Themenvorschläge sowie alle notwendigen Informationen für eine Bachelorarbeit im Sommersemester auf dieser Seite einsehen. Sie finden dort die Themen sowohl für den Lehrstuhl für Kommunikationswissenschaft als auch für die Juniorprofessur für Kommunikationswissenschaft. Die Bewerbungsphase läuft zwischen 07. Februar und 07. März 2022 .,https://www.kowi.rw.fau.de/allgemein/themenliste-fuer-bachelorarbeiten-im-sommersemester-online/
2021/09/20,Informationen zum Lehrangebot im Wintersemester 2021/22,Lehrstuhl für Kommunikationswissenschaft,"Aktuell erreichen uns viele Anfragen zu dem Veranstaltungsprogramm des Lehrstuhls im kommenden Wintersemester, deswegen hier kurz einige Informationen: Das Lehrangebot wird Anfang Oktober hier auf der Lehrstuhlwebseite veröffentlicht. Im Laufe der nächsten Woche können Sie sich bereits auf UnivIS und studOn über das konkrete Kursangebot informieren. &#160; Der Anmeldezeitraum für...",https://www.kowi.rw.fau.de/allgemein/informationen-zum-lehrangebot-im-wintersemester-2021-22/
2021/03/09,Veranstaltungsübersicht ist online!,Lehrstuhl für Kommunikationswissenschaft,"Liebe Studierende, die Informationen zu unseren Veranstaltungen im Sommersemester sind ab sofort auf unserer Homepage verfügbar! Unter Lehrangebot finden Sie eine Übersicht, welche Veranstaltugen Sie in Ihrem jeweiligen Studiengang in welchem Modul belegen können. Alle Veranstaltungen werden online via Zoom stattfinden. Die Anmeldephase beginnt am 15.03 und endet am für...",https://www.kowi.rw.fau.de/allgemein/veranstaltungsuebersicht-ist-online/
2021/01/18,Themenliste für Bachelorarbeiten im Sommersemester online,Lehrstuhl für Kommunikationswissenschaft,Interessierte Bachelorarbeit-KandidatInnen können ab heute die Themenvorschläge sowie alle notwendigen Informationen für eine Bachelorarbeit im Sommersemester an unserem Lerhstuhl auf dieser Seite einsehen. Die Bewerbungsphase läuft zwischen 18. Januar und 15.Februar 2020.,https://www.kowi.rw.fau.de/allgemein/ba-themen-sommersemester/
2023/03/08,Klausureinsicht im Wintersemester 2022/2023,"Professur für VWL, Industrieökonomik und Energiemärkte","Die Klausuren an der Professur für VWL, Industrieökonomik &#38; Energietechnik im Wintersemester 2022/23 sind abgeschlossen, die Noten sind auf Campo teilweise verbucht. Wenn Sie eine Klausureinsicht für die Klausur Energiewirtschaft und Nachhaltigkeit wünschen, melden Sie sich bitte bis spätestens 22.03.2023 per Email unter wiso-sekretariat-energie@fau.de an. Die Klausureinsicht findet am 23.03.2023...",https://www.energiewirtschaft.rw.fau.de/2023/03/08/klausureinsicht-im-wintersemester-2020_2021/
2023/02/02,Bachelorarbeiten und Projektarbeiten im Sommersemester 2023,"Professur für VWL, Industrieökonomik und Energiemärkte","Die Bewerbungsphase für Energiemarktthemen zur Bachelorarbeit sowie zur Projektarbeit im Sommersemester 2023 an der Professur für Volkswirtschaftslehre, Industrieökonomik und Energiemärkte (Prof. Zöttl), am Lehrstuhl für Volkswirtschaftslehre, insb. Wirtschaftstheorie (Prof. Grimm) sowie an der Juniorprofessur für Energiemärkte und Energiesystemanalyse (Prof. Liebensteiner) läuft ab sofort. Die Themenliste finden Sie hier. Bitte schicken...",https://www.energiewirtschaft.rw.fau.de/2023/02/02/bachelorarbeiten-und-projektarbeiten-im-sommersemester-2023/
2022/12/03,Studentische Hilfskraft gesucht,"Professur für VWL, Industrieökonomik und Energiemärkte","Hast du Lust, in einem jungen, forschungsstarken Team an spannenden Forschungsprojekten mitzuarbeiten? Dann bist du bei uns genau richtig! Zur Unterstützung unseres Lehrstuhlteams suchen wir nämlich zum Sommersemester 2023 eine studentische Hilfskraft. Nähere Infos findest du hier. Wir freuen uns auf deine Bewerbung!",https://www.energiewirtschaft.rw.fau.de/2022/12/03/studentische-hilfskraft-gesucht/
2022/03/25,Seminar Energiemärkte im Sommersemester 2022,"Professur für VWL, Industrieökonomik und Energiemärkte","Der Lehrstuhl für Wirtschaftstheorie, Prof. Dr. Grimm, und die Juniorprofessur für Energiemärkte und Energiesystemanalyse (Prof. Dr. Liebensteiner) bieten in Kooperation mit verschiedenen Industriepartnern im Sommersemester 2022 ein interdisziplinäres Seminar zum Thema Energiemärkte an. Die Vorbesprechung zum Seminar findet am Donnerstag, den 24.03.2022, von 11:00-12:30 Uhr via Zoom statt. (Link zur...",https://www.energiewirtschaft.rw.fau.de/2022/03/25/seminar-energiemaerkte-im-sommersemester-2022/
2022/03/02,"Coronavirus – Aktuelle Mitteilung der Professur für VWL, Industrieökonomik & Energiemärkte","Professur für VWL, Industrieökonomik und Energiemärkte","Liebe Studierende, Im kommenden Sommersemester 2022  werden alle Lehrveranstaltungen der Professur (Wettbewerbstheorie und -politik, Quantitative Methods in Energy Market Modelling) in Präsenz stattfinden. Wir informieren Sie auf unserer Homepage und auf Studon rechtzeitig über mögliche Veränderungen. Unser Team steht per Email gerne zur Verfügung – unsere Kontaktdaten finden Sie unter...",https://www.energiewirtschaft.rw.fau.de/2022/03/02/coronavirus-aktuelle-mitteilung-der-professur-fuer-vwl-industrieoekonomik-energiemaerkte/
2023/02/21,"Wahlseminar D im Master Wirtschaftspädagogik Sommersemester 2023 „Resilienz und Stressmanagement für den Lehrberuf“,  wöchentliche Präsenzveranstaltung",Professur für Wirtschaftspädagogik,"Bei Interesse an einer Teilnahme am Seminar, melden Sie sich bitte unter nicole.kimmelmann@fau.de per Mail an. &#160; Achtung! Begrenzte Teilnehmerzahl! &#160; Ausführliche Informationen zum Seminar finden Sie unter diesem Link/Seminarbeschreibung Seminarbeschreibung Resilienz und Stressmanagement für den Lehrberuf, SS 2023",https://www.professur-wirtschaftspaedagogik.rw.fau.de/2023/02/21/wahlseminar-d-im-master-wirtschaftspaedagogik-sommersemester-2023-resilienz-und-stressmanagement-fuer-den-lehrberuf-dienstag-9-45-11-15-uhr-woechentliche-praesenzveranstaltung-raum-lange-gasse-3-12/
2023/02/09,InTAK „Interkulturelles Training für Neuzugewanderte – Angemessenes sprachliches Handeln in beruflichen Kommunikationssituationen“- aktuelle Information,Professur für Wirtschaftspädagogik,Netzwerkveranstaltung vom 27.1.2023 in Erlangen In Erlangen fand am 27.1.23 ein Projekttreffen statt. In der ersten gemeisterten Phase des Projekts erfolgte ein reger Austausch von Erfahrungen der TeilnehmerInnen. Die beiden Schirmherren des Projektes wie der bayerische Innen- und Integrationsminister Joachim Herrmann und der Erlanger Oberbürgermeister Dr. Florian Janik waren zugegen....,https://www.professur-wirtschaftspaedagogik.rw.fau.de/2023/02/09/intak-interkulturelles-training-fuer-neuzugewanderte-angemessenes-sprachliches-handeln-in-beruflichen-kommunikationssituationen-aktuelle-information/
2023/01/10,Neue Publikation von Frau Prof. Dr. Nicole Kimmelmann im „Jahrbuch der berufs- und wirtschaftspädagogischen Forschung 2022“ (Dezemberausgabe),Professur für Wirtschaftspädagogik,"Klicken Sie hier, um auf die Publikation zugreifen zu können: https://www.researchgate.net/publication/366480676_Jahrbuch_der_berufs-_und_wirtschaftspadagogischen_Forschung_2022 &#160; &#160; &#160;",https://www.professur-wirtschaftspaedagogik.rw.fau.de/2023/01/10/neue-publikation-von-frau-professor-kimmelmann-im-jahrbuch-der-berufs-und-wirtschaftspaedagogischen-forschung-2022-dezemberausgabe/
2022/10/06,Neueste Veröffentlichung von Prof. Dr. Nicole Kimmelmann & Dr. Florian Kirchhöfer im Sonderheft „Empirische Pädagogik 2022 / Nr. 36“,Professur für Wirtschaftspädagogik,Titel der Sonderausgabe: Vom Klassenzimmer ins Kinderzimmer Das Lernen im häuslichen Kontext zwischen Unterstützung und Selbstständigkeit &#160; &#160; Titel der Veröffentlichung: Prof. Dr. N. Kimmelmann &#38; Dr. F. Kirchhöfer Herausforderungen und Bedürfnisse geflüchteter und neuzugewanderter Auszubildender im Kontext von COVID-19-bedingten virtuellen Lehr-Lernsettings Inhalt der Veröffentlichung: Im Zuge der durch die...,https://www.professur-wirtschaftspaedagogik.rw.fau.de/2022/10/06/neuste-veroeffentlichung-von-prof-dr-nicole-kimmelmann-dr-florian-kirchhoefer-im-sonderheft-empirische-paedagogik-2022-nr-36/
2022/09/13,Aktuelles,Professur für Wirtschaftspädagogik,"Gesucht wird: Wissenschaftliche/r Mitarbeiter/in (Promotion) (m/w/d; 75%, E13 TV-L) Doc_Oekonomische-Bildung_WiFoLab_bis_221015",https://www.professur-wirtschaftspaedagogik.rw.fau.de/2022/09/13/aktuelles/
2022/08/30,Buchung Sprechstundentermin im WS 22/23,Professur für Wirtschaftspädagogik,Zur Buchung eines Sprechstundenslots nutzen Sie bitte auf der Homepage der Professur die Buchungsmaske rechts oben. Wählen Sie einen der 15-minütigen Slots aus und Sie erhalten eine automatisch generierte Optionierung. Im Anschluss wird Ihnen &#8211; sofern verfügbar &#8211; der Termin vom Sekretariat per Mail bestätigt. &#160;,https://www.professur-wirtschaftspaedagogik.rw.fau.de/2022/08/30/buchung-sprechstundentermin-im-ws-22-23/
2022/07/15,8. Berufsbildungsforschungskonferenz Klagenfurt 2022,Professur für Wirtschaftspädagogik,Vom 6.-8.Juli 2022 fand die 8. Österreichische Berufsbildungsforschungskonferenz (BBFK) in Klagenfurt zum Thema „Krise und Nachhaltigkeit &#8211; Herausforderungen für berufliche Bildung“ statt. Diversität war eines der zentralen diskutierten Themen. Dazu passte sehr gut unser Paper-Beitrag „Diversität in der beruflichen Bildung &#8211; Analyse von Kompetenzanforderungen an Lehrkräfte für berufsbildende Schulen im...,https://www.professur-wirtschaftspaedagogik.rw.fau.de/2022/07/15/8-berufsbildungsforschungskonferenz-klagenfurt-2022/
2022/07/14,Talentegrate: Praktika bei Konzernen für geflüchtete Akademiker,Professur für Wirtschaftspädagogik,"Beim Projekt &#8222;Talentegrate&#8220; erhalten geflüchtete Akademikerinnen und Akademiker die Chance, bei Siemens, Adidas und Schaeffler ein Praktikum zu machen. Dabei folgen sie dem Ziel, dort später arbeiten zu können. Von Daniel Peter BR24 Redaktion &#8222;Talentegrate&#8220; ist eine deutschlandweit einzigartige Initiative. Sie wird von der Universität Erlangen-Nürnberg wissenschaftlich begleitet. Am Freitag...",https://www.professur-wirtschaftspaedagogik.rw.fau.de/2022/07/14/711/
2022/06/21,"Spannender Einblick in die Ausbildung bei der Allianz Beratungs- und Vertriebs-AG, Vertriebsdirektion Nürnberg",Professur für Wirtschaftspädagogik,"Im Rahmen der Veranstaltung &#8222;Betriebliche Aus- und Weiterbildung&#8220; hatten wir heute (13.06.2022) den spannenden und inspirierenden Gastbeitrag: Global Player, Corporate DNA und Azubis – Berufliche Ausbildung bei der Allianz Den Studierenden wurde verdeutlicht, dass die Arbeitswelt 4.0 stellt bei einem Global Player wie der Allianz weitreichende Anforderungen an die Ausgestaltung...",https://www.professur-wirtschaftspaedagogik.rw.fau.de/2022/06/21/spannender-einblick-in-die-ausbildung-bei-der-allianz-beratungs-und-vertriebs-ag-vertriebsdirektion-nuernberg/
2022/05/17,Spannender Einblick in die Ausbildung der uvex group,Professur für Wirtschaftspädagogik,"Im Rahmen der Veranstaltung „Betriebliche Aus- und Weiterbildung“ hat Jacqueline Eakes, Ausbildungsleitung und Leitung Nachwuchsförderung in der uvex group, heute am 16.05.2022, einen spannenden Einblick in die Praxis des Recruitings und des Auswahlprozesses gewährt. Vielen Dank, Jacqueline, für Dein Engagement! 2 Studierendengruppen werden nun Konzepte für ein passgenaues Assessment-Center entwickeln....",https://www.professur-wirtschaftspaedagogik.rw.fau.de/2022/05/17/spannender-einblick-in-die-ausbildung-der-uvex-group/
2023/03/13,Seminar Energiemärkte in Kooperation mit Praxispartnern,Juniorprofessur Energiemärkte und Energiesystemanalyse,"Der Lehrstuhl für Wirtschaftstheorie, Prof. Dr. Grimm, und die Juniorprofessur für Energiemärkte und Energiesystemanalyse, Prof. Dr. Liebensteiner, bieten in Kooperation mit verschiedenen Industriepartnern im Sommersemester 2023 ein interdisziplinäres Seminar zum Thema Energiemärkte an. Die Vorbesprechung zum Seminar findet am Freitag, den 24.03.2023, von 14:00-15:30 Uhr via Zoom statt. Im Anschluss ist eine Anmeldung zum Seminar bis...",https://www.energymarkets.wiso.rw.fau.de/2023/03/13/seminar-energiemaerkte-in-kooperation-mit-praxispartnern/
